league,market_id,volume_traded,lowest_stock,highest_stock,lowest_ratio,highest_ratio
Mirage,divine|tattoo-of-the-kitava-warrior,"{'divine': 3, 'tattoo-of-the-kitava-warrior': 15}","{'divine': 0, 'tattoo-of-the-kitava-warrior': 251}","{'divine': 0, 'tattoo-of-the-kitava-warrior': 266}","{'divine': 1, 'tattoo-of-the-kitava-warrior': 5}","{'divine': 1, 'tattoo-of-the-kitava-warrior': 5}"
Mirage,divine|prime-chaotic-resonator,"{'divine': 353, 'prime-chaotic-resonator': 163}","{'divine': 1958, 'prime-chaotic-resonator': 550}","{'divine': 2958, 'prime-chaotic-resonator': 594}","{'divine': 2, 'prime-chaotic-resonator': 1}","{'divine': 3, 'prime-chaotic-resonator': 1}"
Mirage,divine|abyss-scarab,"{'divine': 0, 'abyss-scarab': 0}","{'divine': 0, 'abyss-scarab': 569}","{'divine': 0, 'abyss-scarab': 569}","{'divine': 0, 'abyss-scarab': 0}","{'divine': 0, 'abyss-scarab': 0}"
Mirage,divine|bestiary-scarab-of-duplicating,"{'divine': 2, 'bestiary-scarab-of-duplicating': 167}","{'divine': 53, 'bestiary-scarab-of-duplicating': 192474}","{'divine': 53, 'bestiary-scarab-of-duplicating': 192622}","{'divine': 1, 'bestiary-scarab-of-duplicating': 84}","{'divine': 1, 'bestiary-scarab-of-duplicating': 83}"
Mirage,divine|deafening-essence-of-misery,"{'divine': 22, 'deafening-essence-of-misery': 1386}","{'divine': 209, 'deafening-essence-of-misery': 7341}","{'divine': 255, 'deafening-essence-of-misery': 8580}","{'divine': 1, 'deafening-essence-of-misery': 70}","{'divine': 1, 'deafening-essence-of-misery': 59}"
Mirage,divine|tattoo-of-the-arohongui-warrior,"{'divine': 4, 'tattoo-of-the-arohongui-warrior': 20}","{'divine': 0, 'tattoo-of-the-arohongui-warrior': 54}","{'divine': 0, 'tattoo-of-the-arohongui-warrior': 69}","{'divine': 1, 'tattoo-of-the-arohongui-warrior': 5}","{'divine': 1, 'tattoo-of-the-arohongui-warrior': 5}"
Mirage,divine|tattoo-of-the-tasalio-scout,"{'divine': 5, 'tattoo-of-the-tasalio-scout': 13}","{'divine': 0, 'tattoo-of-the-tasalio-scout': 56}","{'divine': 0, 'tattoo-of-the-tasalio-scout': 56}","{'divine': 1, 'tattoo-of-the-tasalio-scout': 5}","{'divine': 1, 'tattoo-of-the-tasalio-scout': 2}"
Mirage,divine|singular-delirium-orb,"{'divine': 12, 'singular-delirium-orb': 158}","{'divine': 3, 'singular-delirium-orb': 527}","{'divine': 4, 'singular-delirium-orb': 657}","{'divine': 1, 'singular-delirium-orb': 14}","{'divine': 1, 'singular-delirium-orb': 13}"
Mirage,divine|horned-scarab-of-nemeses,"{'divine': 1, 'horned-scarab-of-nemeses': 110}","{'divine': 0, 'horned-scarab-of-nemeses': 9206}","{'divine': 0, 'horned-scarab-of-nemeses': 9206}","{'divine': 1, 'horned-scarab-of-nemeses': 110}","{'divine': 1, 'horned-scarab-of-nemeses': 110}"
Mirage,divine|fine-delirium-orb,"{'divine': 607, 'fine-delirium-orb': 6801}","{'divine': 684, 'fine-delirium-orb': 34091}","{'divine': 1084, 'fine-delirium-orb': 49000}","{'divine': 1, 'fine-delirium-orb': 13}","{'divine': 1, 'fine-delirium-orb': 10}"
Mirage,divine|omen-of-brilliance,"{'divine': 3, 'omen-of-brilliance': 33}","{'divine': 23, 'omen-of-brilliance': 564}","{'divine': 23, 'omen-of-brilliance': 596}","{'divine': 1, 'omen-of-brilliance': 11}","{'divine': 1, 'omen-of-brilliance': 11}"
Mirage,divine|tattoo-of-the-ngamahu-warmonger,"{'divine': 12, 'tattoo-of-the-ngamahu-warmonger': 22}","{'divine': 3, 'tattoo-of-the-ngamahu-warmonger': 315}","{'divine': 5, 'tattoo-of-the-ngamahu-warmonger': 334}","{'divine': 2, 'tattoo-of-the-ngamahu-warmonger': 5}","{'divine': 2, 'tattoo-of-the-ngamahu-warmonger': 3}"
Mirage,divine|orb-of-remembrance,"{'divine': 73, 'orb-of-remembrance': 194}","{'divine': 175, 'orb-of-remembrance': 1860}","{'divine': 188, 'orb-of-remembrance': 2016}","{'divine': 1, 'orb-of-remembrance': 3}","{'divine': 5, 'orb-of-remembrance': 13}"
Mirage,divine|thaumaturges-delirium-orb,"{'divine': 0, 'thaumaturges-delirium-orb': 0}","{'divine': 36, 'thaumaturges-delirium-orb': 139}","{'divine': 36, 'thaumaturges-delirium-orb': 227}","{'divine': 0, 'thaumaturges-delirium-orb': 0}","{'divine': 0, 'thaumaturges-delirium-orb': 0}"
Mirage,divine|influencing-scarab-of-the-shaper,"{'divine': 1, 'influencing-scarab-of-the-shaper': 263}","{'divine': 3, 'influencing-scarab-of-the-shaper': 3099}","{'divine': 3, 'influencing-scarab-of-the-shaper': 3625}","{'divine': 1, 'influencing-scarab-of-the-shaper': 263}","{'divine': 1, 'influencing-scarab-of-the-shaper': 263}"
Mirage,divine|legion-scarab-of-command,"{'divine': 1, 'legion-scarab-of-command': 116}","{'divine': 2, 'legion-scarab-of-command': 5650}","{'divine': 2, 'legion-scarab-of-command': 5766}","{'divine': 1, 'legion-scarab-of-command': 116}","{'divine': 1, 'legion-scarab-of-command': 116}"
Mirage,divine|lesser-eldritch-ember,"{'divine': 1, 'lesser-eldritch-ember': 2001}","{'divine': 0, 'lesser-eldritch-ember': 48996}","{'divine': 0, 'lesser-eldritch-ember': 48996}","{'divine': 1, 'lesser-eldritch-ember': 2001}","{'divine': 1, 'lesser-eldritch-ember': 2001}"
Mirage,divine|alch,"{'divine': 20, 'alch': 55306}","{'divine': 5, 'alch': 380611}","{'divine': 8, 'alch': 394611}","{'divine': 1, 'alch': 4800}","{'divine': 1, 'alch': 1901}"
Mirage,divine|fracturing-shard,"{'divine': 0, 'fracturing-shard': 0}","{'divine': 0, 'fracturing-shard': 6}","{'divine': 0, 'fracturing-shard': 8}","{'divine': 0, 'fracturing-shard': 0}","{'divine': 0, 'fracturing-shard': 0}"
Mirage,divine|cartography-scarab-of-the-multitude,"{'divine': 0, 'cartography-scarab-of-the-multitude': 0}","{'divine': 0, 'cartography-scarab-of-the-multitude': 3406}","{'divine': 0, 'cartography-scarab-of-the-multitude': 3406}","{'divine': 0, 'cartography-scarab-of-the-multitude': 0}","{'divine': 0, 'cartography-scarab-of-the-multitude': 0}"
Mirage,divine|the-progeny-of-lunaris,"{'divine': 0, 'the-progeny-of-lunaris': 0}","{'divine': 70, 'the-progeny-of-lunaris': 17}","{'divine': 70, 'the-progeny-of-lunaris': 23}","{'divine': 0, 'the-progeny-of-lunaris': 0}","{'divine': 0, 'the-progeny-of-lunaris': 0}"
Mirage,divine|the-aspirant,"{'divine': 0, 'the-aspirant': 0}","{'divine': 4, 'the-aspirant': 303}","{'divine': 4, 'the-aspirant': 303}","{'divine': 0, 'the-aspirant': 0}","{'divine': 0, 'the-aspirant': 0}"
Mirage,divine|shrieking-essence-of-zeal,"{'divine': 0, 'shrieking-essence-of-zeal': 0}","{'divine': 7, 'shrieking-essence-of-zeal': 1860}","{'divine': 7, 'shrieking-essence-of-zeal': 2370}","{'divine': 0, 'shrieking-essence-of-zeal': 0}","{'divine': 0, 'shrieking-essence-of-zeal': 0}"
Mirage,divine|shapers-exalted-orb,"{'divine': 13, 'shapers-exalted-orb': 54}","{'divine': 9, 'shapers-exalted-orb': 616}","{'divine': 11, 'shapers-exalted-orb': 636}","{'divine': 1, 'shapers-exalted-orb': 5}","{'divine': 1, 'shapers-exalted-orb': 4}"
Mirage,divine|abrasive-catalyst,"{'divine': 1, 'abrasive-catalyst': 750}","{'divine': 0, 'abrasive-catalyst': 6567}","{'divine': 0, 'abrasive-catalyst': 6567}","{'divine': 1, 'abrasive-catalyst': 750}","{'divine': 1, 'abrasive-catalyst': 750}"
Mirage,divine|eldritch-exalted-orb,"{'divine': 9, 'eldritch-exalted-orb': 545}","{'divine': 10, 'eldritch-exalted-orb': 3324}","{'divine': 15, 'eldritch-exalted-orb': 3934}","{'divine': 1, 'eldritch-exalted-orb': 61}","{'divine': 1, 'eldritch-exalted-orb': 60}"
Mirage,divine|divine-vessel,"{'divine': 0, 'divine-vessel': 0}","{'divine': 0, 'divine-vessel': 1208}","{'divine': 0, 'divine-vessel': 1209}","{'divine': 0, 'divine-vessel': 0}","{'divine': 0, 'divine-vessel': 0}"
Mirage,divine|brothers-gift,"{'divine': 0, 'brothers-gift': 0}","{'divine': 504, 'brothers-gift': 43}","{'divine': 504, 'brothers-gift': 43}","{'divine': 0, 'brothers-gift': 0}","{'divine': 0, 'brothers-gift': 0}"
Mirage,divine|tattoo-of-the-tukohama-shaman,"{'divine': 1, 'tattoo-of-the-tukohama-shaman': 20}","{'divine': 1, 'tattoo-of-the-tukohama-shaman': 1260}","{'divine': 1, 'tattoo-of-the-tukohama-shaman': 1260}","{'divine': 1, 'tattoo-of-the-tukohama-shaman': 20}","{'divine': 1, 'tattoo-of-the-tukohama-shaman': 20}"
Mirage,divine|echo-of-loneliness,"{'divine': 1, 'echo-of-loneliness': 2}","{'divine': 10, 'echo-of-loneliness': 577}","{'divine': 10, 'echo-of-loneliness': 581}","{'divine': 1, 'echo-of-loneliness': 2}","{'divine': 1, 'echo-of-loneliness': 2}"
Mirage,divine|anarchy-scarab-of-the-exceptional,"{'divine': 0, 'anarchy-scarab-of-the-exceptional': 0}","{'divine': 0, 'anarchy-scarab-of-the-exceptional': 6329}","{'divine': 0, 'anarchy-scarab-of-the-exceptional': 22046}","{'divine': 0, 'anarchy-scarab-of-the-exceptional': 0}","{'divine': 0, 'anarchy-scarab-of-the-exceptional': 0}"
Mirage,divine|dense-fossil,"{'divine': 126, 'dense-fossil': 1753}","{'divine': 75, 'dense-fossil': 2087}","{'divine': 145, 'dense-fossil': 4331}","{'divine': 1, 'dense-fossil': 15}","{'divine': 2, 'dense-fossil': 25}"
Mirage,divine|reflecting-mist,"{'divine': 6959, 'reflecting-mist': 109}","{'divine': 7873, 'reflecting-mist': 295}","{'divine': 8939, 'reflecting-mist': 316}","{'divine': 63, 'reflecting-mist': 1}","{'divine': 65, 'reflecting-mist': 1}"
Mirage,divine|beyond-scarab-of-the-invasion,"{'divine': 2, 'beyond-scarab-of-the-invasion': 130}","{'divine': 1, 'beyond-scarab-of-the-invasion': 255}","{'divine': 1, 'beyond-scarab-of-the-invasion': 320}","{'divine': 1, 'beyond-scarab-of-the-invasion': 65}","{'divine': 1, 'beyond-scarab-of-the-invasion': 65}"
Mirage,divine|the-mavens-writ,"{'divine': 2, 'the-mavens-writ': 126}","{'divine': 8, 'the-mavens-writ': 2307}","{'divine': 8, 'the-mavens-writ': 2353}","{'divine': 1, 'the-mavens-writ': 80}","{'divine': 1, 'the-mavens-writ': 46}"
Mirage,divine|one-last-score,"{'divine': 4, 'one-last-score': 4}","{'divine': 137, 'one-last-score': 0}","{'divine': 138, 'one-last-score': 59}","{'divine': 1, 'one-last-score': 1}","{'divine': 1, 'one-last-score': 1}"
Mirage,divine|regret,"{'divine': 20, 'regret': 7285}","{'divine': 73, 'regret': 24180}","{'divine': 74, 'regret': 31620}","{'divine': 1, 'regret': 629}","{'divine': 1, 'regret': 333}"
Mirage,divine|tattoo-of-the-valako-stormrider,"{'divine': 3, 'tattoo-of-the-valako-stormrider': 27}","{'divine': 0, 'tattoo-of-the-valako-stormrider': 80}","{'divine': 0, 'tattoo-of-the-valako-stormrider': 107}","{'divine': 1, 'tattoo-of-the-valako-stormrider': 9}","{'divine': 1, 'tattoo-of-the-valako-stormrider': 9}"
Mirage,divine|opalescent-oil,"{'divine': 5, 'opalescent-oil': 33}","{'divine': 45, 'opalescent-oil': 318}","{'divine': 47, 'opalescent-oil': 343}","{'divine': 1, 'opalescent-oil': 8}","{'divine': 1, 'opalescent-oil': 6}"
Mirage,divine|orb-of-intention,"{'divine': 0, 'orb-of-intention': 0}","{'divine': 0, 'orb-of-intention': 394}","{'divine': 0, 'orb-of-intention': 395}","{'divine': 0, 'orb-of-intention': 0}","{'divine': 0, 'orb-of-intention': 0}"
Mirage,divine|runegraft-of-the-river,"{'divine': 0, 'runegraft-of-the-river': 0}","{'divine': 0, 'runegraft-of-the-river': 3}","{'divine': 0, 'runegraft-of-the-river': 21}","{'divine': 0, 'runegraft-of-the-river': 0}","{'divine': 0, 'runegraft-of-the-river': 0}"
Mirage,divine|omen-of-fortune,"{'divine': 26, 'omen-of-fortune': 2}","{'divine': 770, 'omen-of-fortune': 63}","{'divine': 783, 'omen-of-fortune': 66}","{'divine': 13, 'omen-of-fortune': 1}","{'divine': 13, 'omen-of-fortune': 1}"
Mirage,divine|the-void,"{'divine': 22, 'the-void': 396}","{'divine': 5, 'the-void': 1963}","{'divine': 5, 'the-void': 2341}","{'divine': 1, 'the-void': 18}","{'divine': 1, 'the-void': 18}"
Mirage,divine|temperance,"{'divine': 31, 'temperance': 21}","{'divine': 395, 'temperance': 923}","{'divine': 396, 'temperance': 943}","{'divine': 1, 'temperance': 1}","{'divine': 3, 'temperance': 2}"
Mirage,divine|hivebrain-gland,"{'divine': 1, 'hivebrain-gland': 45}","{'divine': 0, 'hivebrain-gland': 195}","{'divine': 0, 'hivebrain-gland': 195}","{'divine': 1, 'hivebrain-gland': 45}","{'divine': 1, 'hivebrain-gland': 45}"
Mirage,divine|runegraft-of-the-jeweller,"{'divine': 0, 'runegraft-of-the-jeweller': 0}","{'divine': 0, 'runegraft-of-the-jeweller': 27}","{'divine': 0, 'runegraft-of-the-jeweller': 27}","{'divine': 0, 'runegraft-of-the-jeweller': 0}","{'divine': 0, 'runegraft-of-the-jeweller': 0}"
Mirage,divine|aetheric-fossil,"{'divine': 2, 'aetheric-fossil': 32}","{'divine': 13, 'aetheric-fossil': 502}","{'divine': 13, 'aetheric-fossil': 534}","{'divine': 1, 'aetheric-fossil': 16}","{'divine': 1, 'aetheric-fossil': 16}"
Mirage,divine|tattoo-of-the-rongokurai-warrior,"{'divine': 1, 'tattoo-of-the-rongokurai-warrior': 13}","{'divine': 0, 'tattoo-of-the-rongokurai-warrior': 582}","{'divine': 0, 'tattoo-of-the-rongokurai-warrior': 804}","{'divine': 1, 'tattoo-of-the-rongokurai-warrior': 13}","{'divine': 1, 'tattoo-of-the-rongokurai-warrior': 13}"
Mirage,divine|tattoo-of-the-ramako-archer,"{'divine': 5, 'tattoo-of-the-ramako-archer': 36}","{'divine': 0, 'tattoo-of-the-ramako-archer': 219}","{'divine': 0, 'tattoo-of-the-ramako-archer': 247}","{'divine': 1, 'tattoo-of-the-ramako-archer': 8}","{'divine': 1, 'tattoo-of-the-ramako-archer': 7}"
Mirage,divine|tattoo-of-the-valako-shieldbearer,"{'divine': 186, 'tattoo-of-the-valako-shieldbearer': 107}","{'divine': 466, 'tattoo-of-the-valako-shieldbearer': 1055}","{'divine': 496, 'tattoo-of-the-valako-shieldbearer': 1143}","{'divine': 3, 'tattoo-of-the-valako-shieldbearer': 2}","{'divine': 2, 'tattoo-of-the-valako-shieldbearer': 1}"
Mirage,divine|the-mad-king,"{'divine': 0, 'the-mad-king': 0}","{'divine': 0, 'the-mad-king': 12}","{'divine': 0, 'the-mad-king': 16}","{'divine': 0, 'the-mad-king': 0}","{'divine': 0, 'the-mad-king': 0}"
Mirage,divine|deafening-essence-of-torment,"{'divine': 39, 'deafening-essence-of-torment': 1940}","{'divine': 173, 'deafening-essence-of-torment': 1480}","{'divine': 191, 'deafening-essence-of-torment': 3173}","{'divine': 1, 'deafening-essence-of-torment': 79}","{'divine': 1, 'deafening-essence-of-torment': 36}"
Mirage,divine|veiled-exalted-orb,"{'divine': 1810, 'veiled-exalted-orb': 66}","{'divine': 3515, 'veiled-exalted-orb': 427}","{'divine': 4325, 'veiled-exalted-orb': 465}","{'divine': 27, 'veiled-exalted-orb': 1}","{'divine': 28, 'veiled-exalted-orb': 1}"
Mirage,divine|pristine-fossil,"{'divine': 16, 'pristine-fossil': 341}","{'divine': 59, 'pristine-fossil': 0}","{'divine': 69, 'pristine-fossil': 479}","{'divine': 1, 'pristine-fossil': 26}","{'divine': 1, 'pristine-fossil': 10}"
Mirage,divine|shrieking-essence-of-spite,"{'divine': 0, 'shrieking-essence-of-spite': 0}","{'divine': 0, 'shrieking-essence-of-spite': 0}","{'divine': 0, 'shrieking-essence-of-spite': 600}","{'divine': 0, 'shrieking-essence-of-spite': 0}","{'divine': 0, 'shrieking-essence-of-spite': 0}"
Mirage,divine|the-vast,"{'divine': 0, 'the-vast': 0}","{'divine': 0, 'the-vast': 2}","{'divine': 0, 'the-vast': 2}","{'divine': 0, 'the-vast': 0}","{'divine': 0, 'the-vast': 0}"
Mirage,divine|al-hezmins-crest,"{'divine': 1, 'al-hezmins-crest': 15}","{'divine': 0, 'al-hezmins-crest': 147}","{'divine': 0, 'al-hezmins-crest': 147}","{'divine': 1, 'al-hezmins-crest': 15}","{'divine': 1, 'al-hezmins-crest': 15}"
Mirage,divine|tattoo-of-the-ramako-fleetfoot,"{'divine': 12, 'tattoo-of-the-ramako-fleetfoot': 20}","{'divine': 0, 'tattoo-of-the-ramako-fleetfoot': 612}","{'divine': 10, 'tattoo-of-the-ramako-fleetfoot': 628}","{'divine': 1, 'tattoo-of-the-ramako-fleetfoot': 4}","{'divine': 1, 'tattoo-of-the-ramako-fleetfoot': 1}"
Mirage,divine|tattoo-of-the-valako-scout,"{'divine': 0, 'tattoo-of-the-valako-scout': 0}","{'divine': 0, 'tattoo-of-the-valako-scout': 459}","{'divine': 0, 'tattoo-of-the-valako-scout': 459}","{'divine': 0, 'tattoo-of-the-valako-scout': 0}","{'divine': 0, 'tattoo-of-the-valako-scout': 0}"
Mirage,divine|essence-of-delirium,"{'divine': 108, 'essence-of-delirium': 888}","{'divine': 208, 'essence-of-delirium': 1709}","{'divine': 424, 'essence-of-delirium': 2335}","{'divine': 1, 'essence-of-delirium': 9}","{'divine': 1, 'essence-of-delirium': 8}"
Mirage,divine|might-is-right,"{'divine': 0, 'might-is-right': 0}","{'divine': 0, 'might-is-right': 4}","{'divine': 0, 'might-is-right': 4}","{'divine': 0, 'might-is-right': 0}","{'divine': 0, 'might-is-right': 0}"
Mirage,divine|blazing-fragment,"{'divine': 570, 'blazing-fragment': 1199}","{'divine': 403, 'blazing-fragment': 3026}","{'divine': 423, 'blazing-fragment': 4057}","{'divine': 1, 'blazing-fragment': 3}","{'divine': 1, 'blazing-fragment': 2}"
Mirage,divine|horned-scarab-of-awakening,"{'divine': 133, 'horned-scarab-of-awakening': 473}","{'divine': 48, 'horned-scarab-of-awakening': 1609}","{'divine': 76, 'horned-scarab-of-awakening': 1881}","{'divine': 1, 'horned-scarab-of-awakening': 4}","{'divine': 3, 'horned-scarab-of-awakening': 10}"
Mirage,divine|essence-of-insanity,"{'divine': 103, 'essence-of-insanity': 759}","{'divine': 45, 'essence-of-insanity': 1903}","{'divine': 61, 'essence-of-insanity': 3352}","{'divine': 1, 'essence-of-insanity': 10}","{'divine': 1, 'essence-of-insanity': 6}"
Mirage,divine|journey-tattoo-of-the-mind,"{'divine': 11, 'journey-tattoo-of-the-mind': 1}","{'divine': 123, 'journey-tattoo-of-the-mind': 128}","{'divine': 145, 'journey-tattoo-of-the-mind': 129}","{'divine': 11, 'journey-tattoo-of-the-mind': 1}","{'divine': 11, 'journey-tattoo-of-the-mind': 1}"
Mirage,divine|ultimatum-scarab-of-inscription,"{'divine': 1, 'ultimatum-scarab-of-inscription': 50}","{'divine': 0, 'ultimatum-scarab-of-inscription': 655}","{'divine': 0, 'ultimatum-scarab-of-inscription': 705}","{'divine': 1, 'ultimatum-scarab-of-inscription': 50}","{'divine': 1, 'ultimatum-scarab-of-inscription': 50}"
Mirage,divine|kalguuran-scarab,"{'divine': 4, 'kalguuran-scarab': 884}","{'divine': 2, 'kalguuran-scarab': 12350}","{'divine': 3, 'kalguuran-scarab': 13013}","{'divine': 1, 'kalguuran-scarab': 221}","{'divine': 1, 'kalguuran-scarab': 221}"
Mirage,divine|tattoo-of-the-ngamahu-warrior,"{'divine': 0, 'tattoo-of-the-ngamahu-warrior': 0}","{'divine': 0, 'tattoo-of-the-ngamahu-warrior': 89}","{'divine': 0, 'tattoo-of-the-ngamahu-warrior': 89}","{'divine': 0, 'tattoo-of-the-ngamahu-warrior': 0}","{'divine': 0, 'tattoo-of-the-ngamahu-warrior': 0}"
Mirage,divine|eldritch-orb-of-annulment,"{'divine': 110, 'eldritch-orb-of-annulment': 1168}","{'divine': 3, 'eldritch-orb-of-annulment': 268}","{'divine': 45, 'eldritch-orb-of-annulment': 1050}","{'divine': 1, 'eldritch-orb-of-annulment': 25}","{'divine': 1, 'eldritch-orb-of-annulment': 10}"
Mirage,divine|kalguuran-scarab-of-enriching,"{'divine': 22, 'kalguuran-scarab-of-enriching': 209}","{'divine': 0, 'kalguuran-scarab-of-enriching': 460}","{'divine': 0, 'kalguuran-scarab-of-enriching': 1382}","{'divine': 1, 'kalguuran-scarab-of-enriching': 20}","{'divine': 1, 'kalguuran-scarab-of-enriching': 9}"
Mirage,divine|bestiary-scarab-of-the-herd,"{'divine': 2, 'bestiary-scarab-of-the-herd': 246}","{'divine': 6, 'bestiary-scarab-of-the-herd': 389177}","{'divine': 6, 'bestiary-scarab-of-the-herd': 389423}","{'divine': 1, 'bestiary-scarab-of-the-herd': 123}","{'divine': 1, 'bestiary-scarab-of-the-herd': 123}"
Mirage,divine|runegraft-of-the-combatant,"{'divine': 0, 'runegraft-of-the-combatant': 0}","{'divine': 0, 'runegraft-of-the-combatant': 10}","{'divine': 0, 'runegraft-of-the-combatant': 22}","{'divine': 0, 'runegraft-of-the-combatant': 0}","{'divine': 0, 'runegraft-of-the-combatant': 0}"
Mirage,divine|deafening-essence-of-greed,"{'divine': 56, 'deafening-essence-of-greed': 3779}","{'divine': 266, 'deafening-essence-of-greed': 1445}","{'divine': 267, 'deafening-essence-of-greed': 4567}","{'divine': 1, 'deafening-essence-of-greed': 77}","{'divine': 1, 'deafening-essence-of-greed': 58}"
Mirage,divine|ritual-vessel,"{'divine': 3, 'ritual-vessel': 33}","{'divine': 0, 'ritual-vessel': 435}","{'divine': 0, 'ritual-vessel': 534}","{'divine': 1, 'ritual-vessel': 11}","{'divine': 1, 'ritual-vessel': 11}"
Mirage,divine|orb-of-unravelling,"{'divine': 1, 'orb-of-unravelling': 30}","{'divine': 2, 'orb-of-unravelling': 521}","{'divine': 2, 'orb-of-unravelling': 671}","{'divine': 1, 'orb-of-unravelling': 30}","{'divine': 1, 'orb-of-unravelling': 30}"
Mirage,divine|mavens-chisel-of-scarabs,"{'divine': 10, 'mavens-chisel-of-scarabs': 144}","{'divine': 32, 'mavens-chisel-of-scarabs': 1050}","{'divine': 33, 'mavens-chisel-of-scarabs': 1175}","{'divine': 1, 'mavens-chisel-of-scarabs': 19}","{'divine': 1, 'mavens-chisel-of-scarabs': 13}"
Mirage,divine|eldritch-chaos-orb,"{'divine': 195, 'eldritch-chaos-orb': 2174}","{'divine': 38, 'eldritch-chaos-orb': 716}","{'divine': 147, 'eldritch-chaos-orb': 1436}","{'divine': 1, 'eldritch-chaos-orb': 19}","{'divine': 1, 'eldritch-chaos-orb': 10}"
Mirage,divine|horned-scarab-of-glittering,"{'divine': 2, 'horned-scarab-of-glittering': 100}","{'divine': 0, 'horned-scarab-of-glittering': 1659}","{'divine': 0, 'horned-scarab-of-glittering': 1759}","{'divine': 1, 'horned-scarab-of-glittering': 50}","{'divine': 1, 'horned-scarab-of-glittering': 50}"
Mirage,divine|a-familiar-call,"{'divine': 0, 'a-familiar-call': 0}","{'divine': 0, 'a-familiar-call': 9}","{'divine': 0, 'a-familiar-call': 10}","{'divine': 0, 'a-familiar-call': 0}","{'divine': 0, 'a-familiar-call': 0}"
Mirage,divine|delirium-scarab-of-delusions,"{'divine': 2, 'delirium-scarab-of-delusions': 15}","{'divine': 0, 'delirium-scarab-of-delusions': 90}","{'divine': 0, 'delirium-scarab-of-delusions': 310}","{'divine': 2, 'delirium-scarab-of-delusions': 15}","{'divine': 2, 'delirium-scarab-of-delusions': 15}"
Mirage,divine|fragment-of-knowledge,"{'divine': 4, 'fragment-of-knowledge': 8}","{'divine': 29, 'fragment-of-knowledge': 114}","{'divine': 29, 'fragment-of-knowledge': 123}","{'divine': 1, 'fragment-of-knowledge': 3}","{'divine': 1, 'fragment-of-knowledge': 1}"
